Treatment,day,Rec_day_adj,KO,meanRelAbun,kcat.mod,ksys.mod,kfam.mod
RC-ABX,D4,2,K03191,0,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K03294,2.30E-05,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,2,K03297,0.000467341,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K03322,0.000157977,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K03328,0.000243185,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,2,K05845,0.001029109,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K05846,0.001351013,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K05847,0.001140017,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K06216,7.54E-07,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K06726,0.000139617,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K06895,0.00057498,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K08161,8.59E-06,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K10009,9.61E-07,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K10036,4.86E-07,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K10037,4.86E-07,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K10038,2.64E-06,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K11102,0.000142536,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K11733,0.000226015,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K12268,6.36E-06,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K12269,1.73E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K12270,3.51E-06,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K15580,0.000685209,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K15770,0.000122932,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K16012,2.52E-06,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K16013,6.08E-06,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K16169,0.000647723,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K16209,5.93E-06,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K16323,0.000156766,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K16923,0,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K16924,2.66E-07,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K16925,0.000494956,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K17077,0.000127585,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K18891,5.59E-06,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K18892,1.13E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K18926,0.002162621,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K18936,0.000657832,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K22736,0.00018293,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K23059,0.000127585,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K24163,0.000144747,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02000,0.000759242,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02001,0.000784336,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02002,0.000770549,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02243,0.000690201,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02244,0.000673739,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02245,0.000717233,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02246,0.000665386,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02248,0.0007006,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02424,0.000769513,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02532,0.000701287,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02598,0.000738866,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K02757,0.001581493,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K03191,0.000712072,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K03294,0.000760172,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,4,K03297,0.000591617,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K03322,0.000547319,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K03328,0.000713079,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,4,K05845,0.000847068,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K05846,0.000906159,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K05847,0.000868576,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K06216,0.00072623,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K06726,0.000751804,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K06895,0.00078813,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K08161,0.00064266,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K10009,0.000702831,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K10036,0.001356497,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K10037,0.001356497,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K10038,0.000620751,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K11102,0.000555619,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K11733,0.000696747,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K12268,0.000769255,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K12269,0.000785455,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K12270,0.000781464,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K15580,0.003535671,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K15770,0.00073994,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K16012,0.000730761,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K16013,0.000755275,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K16169,0.000720023,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K16209,0.001319997,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K16323,0.000727663,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K16923,0.00065394,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K16924,0.000708454,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K16925,0.000765659,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K17077,0.00059806,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K18891,0.000776195,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K18892,0.000791569,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K18926,0.002280154,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K18936,0.001472567,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K22736,0.00142269,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,4,K23059,0.00059806,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,4,K24163,0.000776986,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02000,3.87E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02001,3.92E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02002,3.85E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02243,0.000120616,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02244,0.000118671,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02245,0.000208156,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02246,0.000130639,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02248,0.000114813,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02424,0.000110136,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02532,9.53E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02598,4.96E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K02757,0.000294179,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K03191,0.000102278,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K03294,0.000240025,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,14,K03297,2.46E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K03322,0.00018649,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K03328,4.70E-05,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,14,K05845,0.000159401,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K05846,0.000237018,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K05847,0.000154861,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K06216,6.12E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K06726,0.000145505,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K06895,3.84E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K08161,0.000130871,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K10009,0.000102053,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K10036,0.000144107,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K10037,0.00013394,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K10038,0.000101042,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,14,K11102,7.36E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,14,K11733,9.21E-05,Transporters ,Environmental information processing,Membrane transport
